"Rok ukończenia studiów";"Rodzaj studiów";"Typ studiów";"Kierunek studiów";"Specjalność";"Jakie czynniki wpłynęły na wybór kierunku studiów";"Czy absolwent jest z wyboru kierunku studiów";"W jakim stopniu studia spełniły Pana/i oczekiwania";"Jak absolwent ocenia program studiów";"Czy wystąpiło dublowanie treści przedmiotów poczas studiów";"Ocena kompetencje nauczycieli akademickich";"Czy nauczyciele stosowali nowoczesne metody kształcenia";"Czy absolwent ponownie wybrałby WSEiZ";"Ocena zaplecza biblioteczne WSEiZ";"Ocena obsługi administracyjnej";"Ocena stan technicznego budynków w których odbywały się zajęcia";"Ocena warunków w pomieszczeniach dydaktycznych";"Ocena sprzętu dydaktycznego";"Ocena sprzętu komputerowego";"Ocena zaplecza socjalnego";"Czy ansolwent kontynuował kształcenie";"Czynniki skłaniające absolwenta do kontynuacji kształcenia";"Aktywność zawodowa podczas studiów";"Jaki jest status zawodowy absolwenta";"W jakiej instytucji pracuje absolwent";"Stanowisko pracy absolwenta";"Kiedy absolwent rozpoczął poszukiwania pierwszej pracy";"Jak długo po uzyskaniu dyplomu absolwent szukał pracy";"Przez jakie źródła informacji absolwent szukał lub znalazł pracę";"Jakie czynniki zdecydowały o zatrudnieniu absolwenta";"Czy studiów w WSEiZ było atutem w procesie rekrutacji";"Czy praca zgodna jest z kierunkiem ukończonych studiów";"Czy wykorzystuje wiedzę i umiejętności zdobyte podczas studiów";"Czy miał kontakt z Uczelnianym Biurem Karier";"Czy brał udział w konf. kursach Targach Pracy warsztatach";"Czy studia dały umiejętności poruszania się na rynku";"Płeć";"Wiek";"Miejsce zamieszkania";"nr_telefonu";"data";"3_lata";"5_lat" 
"2009";"I stopnia";"stacjonarne";"Architektura i Urbanistyka";"";"zainteresowania";"tak";"czÄ™Å›ciowo";"zÅ‚oÅ¼ony ze sÅ‚abo ze sobÄ… powiÄ…zanych przedmiotÃ³w";"tak, czÄ™sto";"raczej wysokie";"bardzo rzadko";"raczej nie";"odpowiednie";"zÅ‚a";"1";"1";"2";"1";"1";"tak, na studiach II stopnia (magisterskich)";"niemoÅ¼noÅ›Ä‡ znalezienia pracy po studiach I stopnia";"praca dorywcza";"jestem zatrudniony/a";"sektor prywatny - zatrudnia mniej niÅ¼ 10 pracownikÃ³w";"personel biurowy";"w czasie trwania studiÃ³w";"2-6 miesiÄ™cy";"bezpoÅ›redni kontakt z pracodawcÄ…";"kwalifikacje zawodowe uzyskane poza programem studiÃ³w";"nie";"zdecydowanie tak";"w 75%";"nie, ale sÅ‚yszaÅ‚em/am o nim"
"2009";"I stopnia";"stacjonarne";"Ochrona Åšrodowiska";"";"uwaÅ¼aÅ‚em/am, Å¼e daje on moÅ¼liwoÅ›Ä‡ wykonywania ciekawej pracy";"tak";"w wiÄ™kszym niÅ¼ siÄ™ spodziewaÅ‚em";"spÃ³jny i wewnÄ™trznie logiczny";"nie";"raczej wysokie";"tak, czÄ™sto";"tak";"odpowiednie";"bardzo dobra";"5";"4";"4";"4";"1";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"jestem zatrudniony/a";"sektor publiczny";"najwyÅ¼sza kadra zarzÄ…dzajÄ…ca (dyrektorzy / prezesi)";"przed obronÄ…";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"bezpoÅ›redni kontakt z pracodawcÄ…";"doÅ›wiadczenie zawodowe - wczeÅ›niejszy kontakt z praktykÄ…";"tak";"zdecydowanie tak";"w 75%";"nie"
"2007";"II stopnia";"niestacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"";"uwaÅ¼aÅ‚em/am, Å¼e daje on moÅ¼liwoÅ›Ä‡ wykonywania ciekawej pracy";"raczej tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"bardzo rzadko";"wysokie";"bardzo rzadko";"tak";"bardzo dobre";"dobra";"5";"5";"4";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta w trakcie studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia mniej niÅ¼ 50 pracownikÃ³w";"specjaliÅ›ci i inni pracownicy samodzielni";"przed obronÄ…";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"bezpoÅ›redni kontakt z pracodawcÄ…";"kwalifikacje zawodowe uzyskane poza programem studiÃ³w";"tak";"raczej tak";"w 75%";"nie"
"2007";"I stopnia";"stacjonarne";"Ochrona Åšrodowiska";"OWIZO";"zainteresowania";"tak";"czÄ™Å›ciowo";"spÃ³jny i wewnÄ™trznie logiczny";"bardzo rzadko";"wysokie";"tak, czÄ™sto";"tak";"bardzo dobre";"bardzo dobra";"5";"5";"5";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta w trakcie studiÃ³w";"jestem zatrudniony/a";"sektor publiczny";"menadÅ¼erowie Å›redniego szczebla (kierownicy)";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"ogÅ‚oszenia w prasie";"ukoÅ„czony kierunek studiÃ³w";"tak";"zdecydowanie tak";"w 75%";"nie"
"2009";"I stopnia";"niestacjonarne";"ZarzÄ…dzanie i Marketing";"ochrona zdrowia";"zainteresowania";"tak";"czÄ™Å›ciowo";"zÅ‚oÅ¼ony ze sÅ‚abo ze sobÄ… powiÄ…zanych przedmiotÃ³w";"tak, czÄ™sto";"wysokie";"tak, czÄ™sto";"tak";"odpowiednie";"bardzo dobra";"4";"5";"5";"5";"5";"tak, na studiach II stopnia (magisterskich)";"przekonanie, Å¼e tytuÅ‚ magistra/stopieÅ„ doktora zwiÄ™ksza konkurencyjnoÅ›Ä‡ na rynku pracy";"praca dorywcza";"jestem zatrudniony/a";"sektor publiczny";"personel biurowy";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"wszystkie moÅ¼liwoÅ›ci";"ukoÅ„czony kierunek studiÃ³w";"trudno powiedzieÄ‡";"raczej nie";"w 100%";"nie, ale sÅ‚yszaÅ‚em/am o nim"
"2009";"I stopnia";"stacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"zarzadzanie eksploatacja samochodow";"uwaÅ¼aÅ‚em/am, Å¼e nie bÄ™dÄ™ miaÅ‚/a trudnoÅ›ci ze znalezieniem pracy po jego ukoÅ„czeniu";"tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"tak, czÄ™sto";"zrÃ³Å¼nicowane";"bardzo rzadko";"raczej tak";"bardzo dobre";"bardzo dobra";"5";"4";"5";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta w trakcie studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia mniej niÅ¼ 250 pracownikÃ³w";"personel biurowy";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"wszystkie moÅ¼liwoÅ›ci";"ukoÅ„czony kierunek studiÃ³w";"tak";"raczej tak";"w 50%";"nie"
"2007";"I stopnia";"stacjonarne";"Ochrona Åšrodowiska";"ochrona wÃ³d i zagospodarowanie odpadÃ³w";"zainteresowania";"tak";"w wiÄ™kszym niÅ¼ siÄ™ spodziewaÅ‚em";"spÃ³jny i wewnÄ™trznie logiczny";"tak, czÄ™sto";"zrÃ³Å¼nicowane";"tak, czÄ™sto";"tak";"bardzo dobre";"bardzo dobra";"5";"5";"4";"4";"5";"tak, na studiach II stopnia (magisterskich)";"przekonanie, Å¼e tytuÅ‚ magistra/stopieÅ„ doktora zwiÄ™ksza konkurencyjnoÅ›Ä‡ na rynku pracy";"praktyki studenckie, staÅ¼";"jestem zatrudniony/a";"sektor publiczny";"specjaliÅ›ci i inni pracownicy samodzielni";"przed obronÄ…";"2-6 miesiÄ™cy";"ogÅ‚oszenia w internecie";"doÅ›wiadczenie zawodowe - wczeÅ›niejszy kontakt z praktykÄ…";"trudno powiedzieÄ‡";"zdecydowanie tak";"w 50%";"tak"
"2007";"I stopnia";"niestacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"";"inne";"tak";"czÄ™Å›ciowo";"zÅ‚oÅ¼ony ze sÅ‚abo ze sobÄ… powiÄ…zanych przedmiotÃ³w";"tak, raczej rzadko";"zrÃ³Å¼nicowane";"tak, raczej rzadko";"tak";"bardzo dobre";"dostateczna";"5";"5";"4";"5";"4";"tak, na studiach podyplomowych";"pogÅ‚Ä™bienie wiedzy kierunkowej";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia wiÄ™cej niÅ¼ 250 pracownikÃ³w";"specjaliÅ›ci i inni pracownicy samodzielni";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"bezpoÅ›redni kontakt z pracodawcÄ…";"kwalifikacje zawodowe uzyskane poza programem studiÃ³w";"nie";"raczej tak";"w 50%";"nie"
"2007";"I stopnia";"niestacjonarne";"ZarzÄ…dzanie i Marketing";"MiÄ™dzynarodowe stosunki ekonomiczne";"inne";"raczej nie";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"nie";"raczej wysokie";"tak, czÄ™sto";"raczej nie";"bardzo dobre";"dostateczna";"5";"5";"4";"5";"5";"tak, na kursach i szkoleniach specjalistycznych";"pogÅ‚Ä™bienie wiedzy kierunkowej";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia wiÄ™cej niÅ¼ 250 pracownikÃ³w";"specjaliÅ›ci i inni pracownicy samodzielni";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"ogÅ‚oszenia w internecie";"doÅ›wiadczenie zawodowe - wczeÅ›niejszy kontakt z praktykÄ…";"tak";"raczej tak";"w 50%";"nie, ale sÅ‚yszaÅ‚em/am o nim"
"2007";"II stopnia";"stacjonarne";"ZarzÄ…dzanie i Marketing";"zarzÄ…dzanie i ochrona Å›rodowiska";"sugestie bliskich osÃ³b";"tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"bardzo rzadko";"zrÃ³Å¼nicowane";"bardzo rzadko";"raczej tak";"bardzo dobre";"dobra";"5";"5";"5";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta w trakcie studiÃ³w";"jestem zatrudniony/a";"sektor publiczny";"specjaliÅ›ci i inni pracownicy samodzielni";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"sieÄ‡ kontaktÃ³w, znajomi, rodzina";"wynik testu kompetencji";"nie";"zdecydowanie nie";"w 25%";"nie"
"2007";"I stopnia";"niestacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"transport i logistyka";"inne";"raczej tak";"w wiÄ™kszym niÅ¼ siÄ™ spodziewaÅ‚em";"spÃ³jny i wewnÄ™trznie logiczny";"bardzo rzadko";"raczej wysokie";"tak, czÄ™sto";"raczej tak";"bardzo dobre";"dobra";"5";"5";"5";"5";"3";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca dorywcza";"jestem zatrudniony/a";"sektor prywatny - zatrudnia mniej niÅ¼ 10 pracownikÃ³w";"personel biurowy";"po otrzymaniu dyplomu";"2-6 miesiÄ™cy";"ogÅ‚oszenia w internecie";"motywacja do pracy";"trudno powiedzieÄ‡";"zdecydowanie nie";"nie wykorzystujÄ™ tej wiedzy";"nie"
"2009";"I stopnia";"stacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"bhp";"zainteresowania";"tak";"w wiÄ™kszym niÅ¼ siÄ™ spodziewaÅ‚em";"spÃ³jny i wewnÄ™trznie logiczny";"nie";"wysokie";"tak, raczej rzadko";"tak";"bardzo dobre";"bardzo dobra";"4";"4";"4";"4";"4";"tak, na studiach II stopnia (magisterskich)";"uzyskanie wiedzy z dodatkowej dziedziny";"praca dorywcza";"jestem zatrudniony/a";"sektor prywatny - zatrudnia mniej niÅ¼ 50 pracownikÃ³w";"personel biurowy";"w czasie trwania studiÃ³w";"powyÅ¼ej jednego roku";"ogÅ‚oszenia w internecie";"motywacja do pracy";"nie";"zdecydowanie nie";"w 25%";"tak"
"2009";"I stopnia";"niestacjonarne";"ZarzÄ…dzanie i InÅ¼ynieria Produkcji";"ZarzÄ…dzanie PrzedsiÄ™biorstwem i Ochrona Åšrodowiska ";"uwaÅ¼aÅ‚em/am, Å¼e daje on moÅ¼liwoÅ›Ä‡ wykonywania ciekawej pracy";"tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"bardzo rzadko";"wysokie";"tak, czÄ™sto";"tak";"bardzo dobre";"dobra";"5";"5";"5";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia wiÄ™cej niÅ¼ 250 pracownikÃ³w";"specjaliÅ›ci i inni pracownicy samodzielni";"przed obronÄ…";"powyÅ¼ej jednego roku";"bezpoÅ›redni kontakt z pracodawcÄ…";"doÅ›wiadczenie zawodowe - wczeÅ›niejszy kontakt z praktykÄ…";"tak";"zdecydowanie tak";"w 100%";"nie"
"2009";"I stopnia";"stacjonarne";"Ochrona Åšrodowiska";"";"zainteresowania";"tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"tak, czÄ™sto";"wysokie";"tak, raczej rzadko";"raczej tak";"odpowiednie";"dostateczna";"5";"4";"3";"4";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"poszukujÄ™ pracy";"nie dotyczy, nie jestem zatrudniony/a";"nie dotyczy, nie jestem zatrudniony/a";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"ogÅ‚oszenia w internecie";"doÅ›wiadczenie zawodowe - wczeÅ›niejszy kontakt z praktykÄ…";"nie";"zdecydowanie nie";"nie wykorzystujÄ™ tej wiedzy";"nie"
"2007";"I stopnia";"stacjonarne";"Ochrona Åšrodowiska";"Ochrona wÃ³d i zagospodarowanie odpadÃ³w";"uwaÅ¼aÅ‚em/am, Å¼e daje on moÅ¼liwoÅ›Ä‡ wysokich zarobkÃ³w";"tak";"caÅ‚kowicie";"spÃ³jny i wewnÄ™trznie logiczny";"nie";"wysokie";"tak, czÄ™sto";"tak";"bardzo dobre";"bardzo dobra";"5";"5";"5";"5";"5";"zakoÅ„czyÅ‚em edukacjÄ™";"nie dotyczy, nie kontynuowaÅ‚em edukacji";"praca staÅ‚a, podjÄ™ta przed rozpoczÄ™ciem studiÃ³w";"jestem zatrudniony/a";"sektor prywatny - zatrudnia wiÄ™cej niÅ¼ 250 pracownikÃ³w";"specjaliÅ›ci i inni pracownicy samodzielni";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"bezpoÅ›redni kontakt z pracodawcÄ…";"motywacja do pracy";"tak";"zdecydowanie tak";"w 50%";"nie"
"2009";"II stopnia";"niestacjonarne";"Ochrona Åšrodowiska";"ZarzÄ…dzanie w O.Åš.";"inne";"raczej tak";"czÄ™Å›ciowo";"zÅ‚oÅ¼ony ze sÅ‚abo ze sobÄ… powiÄ…zanych przedmiotÃ³w";"tak, czÄ™sto";"zrÃ³Å¼nicowane";"bardzo rzadko";"raczej nie";"dobre";"bardzo dobra";"5";"3";"4";"4";"3";"tak, na studiach podyplomowych";"uzyskanie wiedzy z dodatkowej dziedziny";"praca staÅ‚a, podjÄ™ta w trakcie studiÃ³w";"jestem zatrudniony/a";"sektor publiczny";"specjaliÅ›ci i inni pracownicy samodzielni";"w czasie trwania studiÃ³w";"pracowaÅ‚em/am juÅ¼ w czasie studiÃ³w";"ogÅ‚oszenia w internecie";"motywacja do pracy";"trudno powiedzieÄ‡";"zdecydowanie nie";"w 25%";"nie, ale sÅ‚yszaÅ‚em/am o nim"
